"","ColTer331_1","ColTer331_2","ColTer331_3","JantAD80_1","JantAD80_2","JantAD80_3","PaenAD87_1","PaenAD87_2","PaenAD87_3","PsAD210_1","PsAD210_2","PsAD210_3","SerratiaPRI_1","SerratiaPRI_2","SerratiaPRI_3"
"313.2/30","135758.747324923","395692.453675947","137833.004458004","499556.638895389","405177.959981434","488177.32506826","257231.429923497","752157.789446175","61112.5504182547","963278.958091691","650932.383883074","1296888.52072535","432666.658709326","1159295.699919","274206.753306093"
"313.3/33","51227.8293700949","341905.797196768","113998.803093137","494466.378279392","331173.819513193","289678.428969048","449705.969052319","568595.214611739","77656.1096954677","663449.868494908","391478.952632161","1031156.10672683","130969.968073279","962630.999659201","166737.061430953"
"315.1/30","236399.578131063","246029.876300358","41572.9816783424","517392.992819438","275070.347920409","303345.461472832","73511.8716685221","21550.6392479148","349097.742750244","23618.255299292","522997.205570371","469983.089387833","1339975.79835066","576122.551922073","344555.519642073"
"323.1/26","12481.6207867432","1103.8783416314","98118.7309557246","15747.3309433594","53183.6254292821","170344.887164289","82335.6056167542","151869.786918989","174042.213784749","21943.7825746155","156559.275498993","17065.6141462207","74767.3659567761","61041.988827276","40374.9916754255"
"325.2/28","456269.481398076","432796.091757813","636253.54388275","25123.1425639844","3632501.73962116","5016336.52578566","52248.0192527086","10972651.3233809","48097.9568904785","1791945.54230769","1900654.63658524","2749002.04513804","1714241.43277027","4608489.2493923","2316106.26886483"
"326.2/21","95985.8947017793","0","146685.287480816","3090892.32429486","1119646.45811465","1338438.47695648","25821.7305715942","2473641.21147413","65537.2280880108","397330.200286122","487850.387286784","559692.356434606","224048.929920936","1350405.93544584","666655.626558319"
"326.8/55","0","0","0","76876.3022196778","109773.31284668","0","140298.928838389","0","16455.4353678385","40584.2890899995","90216.41704694","15272.8563059111","0","10782.1236971275","6959.81869995892"
"327.2/13","28827.1740369014","0","38158.4571619048","485558.244319426","12331.3060744629","188591.344081027","10042.8990380859","308287.653215111","176502.667390918","86334.5866838889","13659.7578344678","132341.551803338","80394.1427821277","218624.597458653","172039.244150303"
"328.8/77","0","0","0","61204.3808069093","77011.7022140416","0","181855.754412347","0","0","128636.711258722","4382.91142091807","30570.3988871806","0","30331.7024657607","8459.2861754406"
"329.2/27","88432.7914982215","4399.3339979358","23683.5894842251","327409.120779694","177176.216993626","225266.08640627","86056.7615250109","243982.243643611","155911.88868976","331457.852115175","296483.954365393","374503.191171974","136544.027675404","345621.403317818","127669.128974367"
"333.1/38","8384.24314306641","113732.36279973","160405.814918306","56540.7269368908","87909.6778334286","83149.1940057091","113592.365525757","117712.008719236","141046.082883301","111591.899231424","117841.374555634","109585.871819315","913510.902167968","574007.537429559","540436.184620026"
"334.3/28","140184.532673065","37176.3512855467","45685.5269426685","72601.6270632884","49137.8135387277","49429.8239000249","101735.598322933","77564.2083254084","155292.831658426","76476.041535601","62222.4343764037","101626.679186849","270888.232642822","555999.902853638","208908.1824338"
"336.2/37","48927.1591699625","48464.4092377396","54321.6724566047","47947.0967343467","39590.8219434036","20923.4509983156","60882.6163130703","56090.3056901395","22547.4432663086","51443.8565011059","34676.3537851231","63551.9792473053","122929.432390789","486032.903370584","18225.9561391748"
"339.2/35","364624.895024121","277270.042233236","285317.275111816","8090517.11510743","2334538.12461048","10954.2809196777","1095188.61367412","21518.5353575781","714254.499364746","979289.826944619","1006156.48937395","1421019.93913953","1250093.98584553","2848622.45008527","87295.977740918"
"341/106","11778.8454174805","3037.64384487954","6717.29493027941","20085.8225947653","1717.09081893647","10419.4547885675","3284.54366473938","27672.2100977236","3842.31579956055","36127.1213077115","14489.0523160651","27352.0743046898","2648.98450426377","26299.388446752","9740.10265849158"
"341.3/30","301563.303223518","1314778.60724109","413144.15785002","34500.2577319336","1106059.62804662","1412756.64077512","691306.353672206","17944.8613835449","87523.3619894409","2892670.84114743","1700646.22274996","4187345.12623161","1107375.21614551","3350519.69814426","652810.258744678"
"343.2/62","17920.0513696289","151717.788309152","112765.174086997","53231.7522739955","44260.6277696917","111629.69851199","46641.8967237396","94833.6949909571","3058.37224163736","181272.942909766","14177.7378255762","181267.454819446","40430.427276001","254502.38986979","27525.7561796875"
"344.2/37","6730.82485396601","3249.05812907964","94331.7763253566","12610.3529746618","45863.3215805069","64351.4867915921","91209.3262519775","102219.010772881","13428.7927675781","58728.3888182323","65569.4197968962","88492.5800618564","0","310398.760823794","117243.655310094"
"345.1/33","6025.09659082031","563473.309722431","44623.8096498052","532353.199765742","305586.317613155","340316.401817965","288251.278277072","350391.00710212","480804.26715332","487677.634436226","454613.021464264","20014.30521854","269433.965088516","497186.112359324","150111.647615612"
"346.2/29","67657.3974486779","99688.8007324162","13789.2497712505","128798.840505797","57944.3994998932","107945.509495746","47763.6704528253","109073.534114957","87097.7221440972","150957.82362025","156757.463341881","175122.98674469","35007.0557184086","158282.835186662","47139.3680548668"
"347.2/25","80564.1353149444","181128.008750727","26182.4353518164","250323.705155134","135369.454579641","207491.708220778","144463.671270999","164039.640578174","150257.78788147","268145.621403297","219668.842675489","321145.311880024","124628.857374216","247254.520032569","76553.9128816915"
"348.2/78","14782.2261596426","0","0","10435.4791577148","11668.347850586","3633.35743113421","0","0","0","17368.5504058935","0","9681.33706220186","0","0","2028.24092315719"
"349.2/30","46331.2502030991","75379.8653515625","18570.8999267578","336216.890559221","102240.357215154","765149.031844667","106988.735166016","896667.556732913","231160.491795986","112039.113195643","40672.0000760257","117583.382662028","217860.852026367","148250.54188687","23781.4199648"
"351.2/49","14951.4035574777","26820.8512572477","34731.9196484685","56880.7666664551","5611.85215993579","36862.0355835732","5064.64005684465","17085.3433374024","4741.04774098389","13865.9068443778","10713.3442081304","19820.0764473749","202544.284597412","53378.37735557","8883.77698293386"
"356.1/41","4109.80758104433","12017.080385251","0","0","5867.34869821146","4210.24819304142","11494.0865927734","3870.39854300441","757.253214297816","130005.183376357","49994.4453208831","82416.7016155273","752535.514609375","87124.2794778546","156633.145670752"
"361.2/26","657004.610202536","167981.511258621","1324968.69826401","21975.3164805908","1748520.16972411","3006839.60595215","1110953.70068645","2662691.03937161","1068213.95061865","2384881.12276154","2906157.61092336","4345614.67058371","343673.540319084","3810691.90079699","614610.378530764"
"362.3/35","1117225.02963676","173042.446338867","356714.819898549","316054.055616928","197545.178903469","155356.261349033","321650.515317847","238280.10880743","87213.6116909397","326153.67476669","236826.339822891","21206.87140625","635451.02559082","3427927.7835273","854896.090940889"
"363.3/42","16307.6246536691","16371.6176018743","16224.6848306507","37126.1489422368","25357.2160690778","37374.0342011352","9459.16130200195","26238.1983842774","68437.1907019043","49393.2188149565","60331.3382635187","44627.3771155598","3857.63681646669","56772.6387513008","7376.91961212158"
"365.2/21","5731.86549700733","0","457.503161979304","10152.6296168016","7281.52004147824","13995.7952709961","10232.6763434088","15970.9656292771","95943.6144667341","0","17806.8423374933","10398.7164353174","10678.683115315","6616.52600509606","0"
"367.2/18","8045.4762582564","554.198436083447","644.488122360577","98004.7014391827","61906.2941204309","98886.788965455","7826.8891078125","52839.4072535051","132820.204754232","45377.4133335389","95821.7762359511","37535.0422903803","16562.1737726508","6599.24919197336","10402.8144186306"
"369.1/53","10915.5565268273","6456.25639746902","0","189467.875975477","116512.122948963","144605.530376628","15428.6743706116","198885.027576931","17919.3203148242","23349.6042838097","117373.992650177","28172.981262207","23283.3555593421","33272.1154303447","17884.7648653211"
"369.3/37","25408.5969113522","58014.5261246419","64923.5326482262","265918.244691125","232173.617480708","229755.344570884","214478.243263953","423786.650709495","52785.9349815124","402286.649891018","304684.528055903","550199.959764296","95399.0240998343","479947.716503347","121477.12081587"
"375.2/39","148058.450144336","718330.26335625","888893.650995374","2130913.95334536","748661.745750725","11889.9509421387","2841652.47505606","1868577.54649204","1007156.26962095","2149139.79682446","14351.0516005664","2641333.46816725","1862108.78478437","3610133.23389816","569881.880636655"
"376.2/30","76927.0267519644","67442.6918968409","151647.214973089","72455.649876409","262540.237961553","361737.405931759","183869.769136788","694226.206234425","214950.245136719","759966.83566664","423489.033130069","1002420.38847138","735454.027237261","847595.028377501","217847.77857405"
"377.2/29","1171952.89933053","3666087.75010608","1915306.59712595","88125.3799365234","2470953.52370292","3178587.63056008","5186428.22387695","123795.695578125","922471.235846875","7095803.29515163","3668382.19528656","10888710.0222138","3370218.44469062","10633376.6094904","2079360.49368651"
"378.2/29","125656.147167886","31318.023600392","257294.007743787","17126.0525427246","433840.995767311","654654.923935706","348423.371739054","1140742.84370585","357203.032766392","1435314.38790774","703990.139781922","1773577.41037524","1283755.14046102","1698649.28889997","423654.016218546"
"389.3/32","792423.763970973","94173.9636486173","1576463.29252372","36026.2087792969","3065439.08266118","16144.0202443897","3060006.75318273","6121956.43239258","1257239.82749389","33466.6920239257","38071.3794129297","8672304.21507842","723786.557900171","6295440.32983179","1014425.45923054"
"390.3/34","84572.035029126","248793.243517106","417957.600435466","1045767.19867543","746899.26597533","1197253.87481001","640387.3278125","1591038.37041125","295596.153389885","1532676.50281386","1068517.48083899","1996366.84803947","56957.6297370538","1031222.13818335","210419.75260458"
"391.2/37","106504.026662813","311601.277833181","238730.39343691","560678.530653185","224486.038306056","265618.500048058","457948.920141943","669669.942270778","208528.749748535","617981.120962034","19186.3553497461","882654.452744052","649706.034185937","937001.806219313","202740.881759075"
"393.3/34","5128.02179649536","16876.5160126574","14719.5468013138","40128.4658990887","36492.6164132282","90576.5668376684","103498.733662805","80882.1276348486","148126.736147461","46741.9804187357","39081.110284114","21108.0508051758","515773.559708075","61766.4216923296","7079.59684155274"
"403.3/39","12076.9265625","5935785.41488437","2471737.29371215","9369876.33958181","2916490.56755919","19167.7248260156","5860139.07644883","7045107.50247192","2685840.84080078","22977.5056989258","21329.8584770508","12715046.4696176","4565341.60795","14263587.1153021","2063634.29113826"
"404.3/43","210963.401347088","1188107.57547214","550544.257733986","1675139.03366293","496213.904094324","471641.131214493","1227032.1561876","1238452.8625006","594812.154853516","1523349.53696847","76031.8955177557","2372919.96280754","978683.91204375","2541038.98826993","336617.237282632"
"405.3/31","2043302.97791902","10315347.0607278","3065359.32391484","181811.821289062","4972249.22084995","18112.9847192969","14858.8455689746","10406100.760386","5516133.53423828","14563327.6465852","8356482.81242459","19623751.4187398","17661674.5268062","17620310.655653","163575.525869219"
"406.3/35","790953.572772503","2359026.93382847","792507.029544959","23635.6835474218","20868.9166748047","1264677.51703644","856507.136341048","3232776.37911049","1209970.82126953","4034408.34657741","1532246.51309083","5596143.34996271","3938151.74879514","5227809.35903778","796259.195924342"
"407.2/58","60371.62640169","103029.638431222","18810.078478151","44708.2007917433","14244.6552880547","58074.3198389672","19402.4825957641","46893.4683634018","237537.36263855","23925.3038010132","42261.439584204","33805.179776675","90130.3262559399","50356.195449797","10383.8180152996"
"419.2/35","318483.851617225","856826.932567405","299387.232512973","1030900.48600659","359751.064695652","457690.420721531","321913.563394846","1068020.6059711","524827.554614258","1307093.81038878","567951.766973395","1891970.86836243","2597851.34020693","1510615.69611472","366406.990420792"
"420.3/39","55569.378626809","176189.008610802","115132.155808431","271017.544167575","95296.145234575","104328.78618808","203472.838844897","55238.3442621094","107466.445276489","273269.31860414","138330.688296402","397169.764221181","337670.665701953","449878.776546221","71157.3006823668"
"421.2/43","61785.1059375001","31662.7107265951","36661.6009686431","92969.337498002","152458.87450085","176573.300448113","98575.2612394043","327354.328799725","87989.6106278185","183429.895718826","241128.703366352","185370.771567106","135928.607284567","131511.094660348","68742.2031457465"
"433.2/41","87396.0833622938","86440.111848622","59122.6269469815","114641.217165867","71130.7669593883","97547.5076335072","122329.16376123","179423.434617564","61738.4007058855","148741.131445715","101582.990174117","186338.35351975","372783.717861944","229353.378695277","78811.07890359"
"433.3/28","35992.793855228","0","104021.161490071","354827.335450396","189840.121282507","230427.325095769","76539.5653847443","320857.826344304","158480.928526849","419356.900249229","266429.115306586","479661.016718363","152100.38296381","517628.551784752","161841.625536227"
"435.2/50","108452.176549479","67852.5433408463","13881.746723894","89701.8309662946","48573.0557510555","36351.8120637188","64210.9695103674","64313.4392998815","986.474878661858","82260.240747571","89150.7282833308","71728.5636094306","306578.432642165","100237.277415939","14974.8655130458"
"443.2/39","50888.2281262207","106742.45611253","3177.90387912339","0","0","4902.76254864617","0","5541.40873290058","636.114436083008","0","3720.19270323068","7315.56705301646","715329.239589843","114425.392007587","0"
"449.2/37","326423.10625","65136.2628464722","98070.8723582625","22170.8414606113","66909.1249258989","62268.2968601622","80404.4568730313","94053.4145250656","76497.5046695186","23329.6319220117","93226.3149213874","87689.2161931615","417565.517000891","490640.857073441","334726.329258353"
"489.3/83","6148.06590429688","0","7964.88573287552","34025.591217871","0","9990.46493701171","0","17248.1000124812","0","0","9882.13905411437","14077.7828045912","0","7501.74440048262","227112.426296642"
"533.4/29","70059.7156011116","86967.0843897095","47829.4592648664","228097.060839494","145813.195765923","205713.218526024","102602.542848804","204293.749453378","112494.592143555","289495.161610593","231389.02416443","356309.692033956","126866.604211359","278801.092924418","80016.5719006131"
"561.5/26","105152.087844113","408258.262460878","73255.4037584692","371520.371496376","235098.655151473","299887.14356483","408717.946337891","332478.871961541","193987.51926642","489417.582702034","374615.851987606","605078.012721356","267341.414851382","475367.595793808","138952.851861266"
"562.5/30","73355.8323558534","79300.7342096819","39439.7747078582","222004.399391357","151334.809491403","167204.439451413","76878.9551694797","187393.363538614","83371.7382029608","280831.880030581","203023.025411498","375589.992076863","121082.726235541","284577.18980324","72350.2423374597"
"597.4/25","36824.7715268394","0","16389.6303407683","237737.134007194","108809.358470374","73526.6644267372","89472.27052508","95615.6957610123","137087.225276235","176673.745096462","121117.947709513","201511.194310096","127787.51231803","215089.373093848","91003.6167135168"
"671.3/34","57382.122347242","40852.9681490417","105759.847062796","263050.643942164","668306.756815284","576635.183276182","296613.540749707","734137.035863288","157192.468733854","752316.012672464","772004.616395173","965808.908857657","284033.268050749","465217.979358751","347462.931671063"
"693.5/29","62379.1997987366","0","1499.57505407277","0","0","0","78260.5973577149","0","414118.097941276","0","0","0","3521.79041579925","20457.7146184863","5722.75423614588"
"694.5/38","93885.2973106904","291539.651364272","75958.3543309594","456137.178224221","265232.92871058","153649.216413476","364289.491226367","504770.251818337","141840.587499316","547048.808072309","245486.984694712","805440.945248206","100980.455792989","522268.174579483","85212.4182714319"
"695.5/26","57431.2701437837","0","31308.1139457993","183647.434879627","118216.084433916","87373.5424641822","150875.749778776","157311.887193333","91987.3552963672","114081.674159537","143679.565151701","286428.986570683","66350.737309808","286304.2502075","51240.8203658085"
"696.5/23","40248.9044418212","33367.943827975","21887.2098657553","146441.834877246","87004.1614352745","52110.0459575943","172377.392294311","162020.141564762","47777.7065165772","116840.606963232","95157.3868233473","260627.04301601","37636.6558751845","235229.555466468","19219.9303434709"
"721.5/29","1592061.93378251","3395043.73779894","1174404.40469563","7781905.38684583","4615134.76483617","3072113.82988259","7409950.50997266","8262676.4682178","1687894.59851813","8529349.03370694","4871113.08100927","13020335.8861486","1966365.84656865","9513620.64791165","1494281.91272759"
"722.5/32","622417.028490573","1510773.6606659","355028.870770528","2372731.44516843","1432958.10901165","1089887.956999","1197756.02165037","2756754.92805186","1442308.21746416","2516834.27500629","1359793.66950206","4350360.77022781","758798.561332228","2802761.12795353","387433.72304543"
"723.5/32","246775.970200676","1140209.12727058","133634.394564226","897706.569622584","551487.69804809","478110.718043997","892343.136636111","1076596.04208997","548460.899627813","870469.557471469","611267.77207573","1681463.97646545","411470.911271081","1144418.09571779","169315.8406272"
"724.5/30","223635.132339909","516443.453876203","172056.522247139","1087258.96237176","644174.303001885","444199.302637741","1067941.20162418","1163529.47614195","509076.663927922","1170405.13409281","650265.354353279","1868109.1119569","254555.908478703","1258291.39389836","202884.413965326"
"749.6/35","1338575.6931549","3846238.35954515","867917.08815714","6684264.85806482","4287213.43076427","2333124.91239629","8622592.17152344","7653519.45339158","2049772.95535714","8352070.93753427","4199124.54895692","11784635.2609344","629214.963938287","8305513.95841701","1359220.98610061"
"750.6/34","508015.8038766","1743517.94192467","222937.488069534","1817405.56114621","1306890.50446022","780152.58507359","2333326.56907969","2418603.34032683","942638.541964286","2302504.35455624","986721.949305415","18315.113377207","623236.21568892","2167546.17778964","279851.420648292"
"751.5/34","553073.581784165","1281187.85919728","334385.845777374","2785982.53683746","1600744.81497308","1092360.14383431","2748928.72324219","2819334.98646496","1727001.74453397","2970430.12366973","1565619.83873042","4727814.3310979","134212.754659424","3076915.2534581","471158.503975347"
"752.6/34","325622.865095915","591012.746684173","220301.659627184","1479827.57542118","894711.072233673","664078.240511031","514141.120548329","1538140.39468328","885786.916242676","1557511.03888774","1027177.19370019","2652819.87489356","257454.155938436","1898879.79880302","289607.745784608"
"753.6/29","41749.123995936","0","17245.6791085016","164194.77365321","100028.166890119","69901.6092614142","91306.5176656331","180672.67465132","113886.121601626","140176.910680077","106398.75812916","290516.241398604","12599.2177380384","216736.361978668","27777.3713154333"
"777.6/34","0","25600.3311902435","6970.52214519857","0","0","0","125590.545126892","0","0","0","0","0","0","0","0"
